theta_over_pi,level,inverse_xi,momentum,flux_label
0,6,0.95948487042241781,2.9054372500824708,"QN(""Sz"",0)"
0.10000000000000001,6,0.95547624629100525,2.905218591453985,"QN(""Sz"",0)"
0.20000000000000001,6,0.94137009821264306,2.9038438478086555,"QN(""Sz"",0)"
0.29999999999999999,6,0.91718272200048745,2.8997412489838044,"QN(""Sz"",0)"
0.40000000000000002,6,0.81119495186607637,2.8676012956385915,"QN(""Sz"",0)"
0.5,6,0.65204073636620929,-2.2184900733404382,"QN(""Sz"",0)"
0.59999999999999998,6,0.6534368437055067,-2.2155473500223106,"QN(""Sz"",0)"
0.69999999999999996,6,0.65559476935579752,2.2138362868698525,"QN(""Sz"",0)"
0,7,0.95948487042241781,-2.9054372500824708,"QN(""Sz"",0)"
0.10000000000000001,7,0.95547624629100858,-2.9052185914539841,"QN(""Sz"",0)"
0.20000000000000001,7,0.94137009821265694,-2.9038438478086537,"QN(""Sz"",0)"
0.29999999999999999,7,0.91718272200049955,-2.8997412489838039,"QN(""Sz"",0)"
0.40000000000000002,7,0.8111949518660857,-2.8676012956385861,"QN(""Sz"",0)"
0.5,7,0.65204073636621163,2.2184900733404378,"QN(""Sz"",0)"
0.59999999999999998,7,0.65555622830178784,1.1507809766680527e-15,"QN(""Sz"",0)"
0.69999999999999996,7,0.71233956052019276,6.0678518056479126e-15,"QN(""Sz"",0)"
0,8,1.0161195788503488,0,"QN(""Sz"",0)"
0.10000000000000001,8,1.0150307096372422,1.6408337970204509e-15,"QN(""Sz"",0)"
0.20000000000000001,8,1.01064449566201,-6.5831722677454125e-16,"QN(""Sz"",0)"
0.29999999999999999,8,0.99761420492599384,1.2031273612245622e-15,"QN(""Sz"",0)"
0.40000000000000002,8,0.86872167537392642,-0.0454802479863783,"QN(""Sz"",0)"
0.5,8,0.90626019881009889,-2.7921138671951191e-15,"QN(""Sz"",0)"
0.59999999999999998,8,0.97530465659277776,2.6841201485718433,"QN(""Sz"",0)"
0.69999999999999996,8,0.97082846270572387,2.6923358391316237,"QN(""Sz"",0)"
0,9,1.0647365562143316,0.48307065296022228,"QN(""Sz"",0)"
0.10000000000000001,9,1.0605329249310234,-0.48350280773072041,"QN(""Sz"",0)"
0.20000000000000001,9,1.0510330207857619,-0.48610541488590142,"QN(""Sz"",0)"
0.29999999999999999,9,1.0368107699527218,0.49250301550865622,"QN(""Sz"",0)"
0.40000000000000002,9,0.86872167537393685,0.045480247986382519,"QN(""Sz"",0)"
